RAISON SOCIALE;ADRESSE;ADRESSE Suite;CODE POSTAL;VILLE;Site Internet;Mail principal;;;;;;;;;;;;;;;;;;;
SOCIETE ARIEGEOISE DE TRANSPORTS ET TRAVAUX PUBLICS;38-39 avenue de Larrieu Prolongée; ;31047;TOULOUSE   ;;http://www.groupe-denjean.fr;;;;;;;;;;;;;;;;;;;
SOCIETE GENERALE HAUTE-GARONNE - ARIEGE;224 Rue Carmin;CS 97681 ;31675;LABEGE;;;;;;;;;;;;;;;;;;;;;
SOCIETE HYDRO-ELECTRIQUE DU MIDI (SHEM, groupe ENGIE);1 Rue Louis Renault; ;31130;BALMA;http://www.shem.fr;accueil@shem.engie.com;;;;;;;;;;;;;;;;;;;
SOCLI;2 Quartier Castans; ;65370;IZAOURT;http://www.socli.fr;mf.adam@socli.fr;;;;;;;;;;;;;;;;;;;
SOCOFAL;ZAC de Naujac; ;12450;LA PRIMAUBE;;http://www.technilat.com;;;;;;;;;;;;;;;;;;;
SOCOFAL - Technilat;ZAC de Naujac; ;12450;LA PRIMAUBE;http://www.technilat.fr;contact@technilat.com;;;;;;;;;;;;;;;;;;;
SOCOREM;8 Avenue des Crêtes; ;31520;RAMONVILLE SAINT-AGNE;;http://www.socorem.com;;;;;;;;;;;;;;;;;;;
SOCOTRAP;5 Avenue Pierre Georges LATECOERE;BP 62287;31522;RAMONVILLE SAINT-AGNE;http://www.socotrap.fr;societe@socotrap.fr;;;;;;;;;;;;;;;;;;;
SOCSA;11 Rue d'Ariane;;31240;L UNION;;;;;;;;;;;;;;;;;;;;;
SODAPEM;651 Route de Galargues;;30250;SOMMIERES;http://www.groupe-lpf.com;;;;;;;;;;;;;;;;;;;;
SODEX;25 Rue Jean Monnet; ;31240;ST JEAN;http://www.sodex.fr;accueil@sodex.fr;;;;;;;;;;;;;;;;;;;
SODIREX LACROIX;3 Bis Impasse Marché Gare; ;31200;TOULOUSE;"http://www.soridex-lacroix.fr ; facebook Sodirex-Lacroix";sodirex@sodirex-lacroix.fr;;;;;;;;;;;;;;;;;;;
SOFEMA;"Route de Lavaur ""Gatimel""";;81303;GRAULHET;http://www.sofema.fr;contact@sofema.fr;;;;;;;;;;;;;;;;;;;
SOFI GROUPE;5 Rue Orgueillous;ZAE Les Avants;34270;SAINT-MATHIEU DE TRÉVIERS;https://smaaart.fr;contact@smaaart.fr;;;;;;;;;;;;;;;;;;;
SOFIC;3 Rue Jean-Jacques Rousseau; ;81200;AUSSILLON;http://www.sofic.com;info@sofic.com;;;;;;;;;;;;;;;;;;;
SOGECLAIR;7 Avenue Albert Durand;CS 20069;31703;BLAGNAC;https://www.sogeclair.com;contactfr@sogeclairaerospace.com;;;;;;;;;;;;;;;;;;;
SOGECLAIR AEROSPACE;7 Avenue Albert Durand ;CS 20069;31703;BLAGNAC;https://www.sogeclair.com;contactfr@sogeclairaerospace.com;;;;;;;;;;;;;;;;;;;
SOGETI FRANCE (AGENCE BLAGNAC);La Galilée-ZAC Andromède;Avenue Ziegler ;31703;BLAGNAC;;http://www.sogeti.com;;;;;;;;;;;;;;;;;;;
SOLATRAG;2 Rue de Chiminie;;34300;AGDE;http://www.solatrag.fr;contact@solatrag.fr;;;;;;;;;;;;;;;;;;;
SOLEM LANGUEDOC;5 Rue Georges Besse;;34830;CLAPIERS;;http://www.solem.fr;;;;;;;;;;;;;;;;;;;
SOLEV;Zone Artisanale; ;46600;MARTEL;;http://www.solev.com;;;;;;;;;;;;;;;;;;;
SOLMECA (STIBAT groupe);24 Boulevard du Libre Echange;;31650;SAINT-ORENS;www.stibat.fr;stibat@stibat.fr;;;;;;;;;;;;;;;;;;;
SOLUTECH INDUSTRIES;520 Route de Bessières;;81800;ROQUEMAURE;https://www.solutech-industries.fr/;contact@solutech-industries.fr;;;;;;;;;;;;;;;;;;;
SOLUTIO GROUPE;5 Rue Henriot;;31100;TOULOUSE;http://www.groupe-solutio.fr;solutio@groupe-solutio.fr;;;;;;;;;;;;;;;;;;;
SOLVEO ENERGIE;3 bis Route de Lacourtensourt; ;31150;FENOUILLET;;http://www.solveo-energie.com;;;;;;;;;;;;;;;;;;;
SOLVEO GROUPE  (Solvéo Energie et Mateos Electricité) ;3 Bis Route de Lacourtensourt; ;31150;FENOUILLET;http://www.solveo-energie.com;"contact@solveo-energie.com ; contact@mateos-elec.fr ";;;;;;;;;;;;;;;;;;;
SOMAWEB;45 Rue du Colombier;;31670;LABEGE;http//www.inscription.com;contact@inscription.com;;;;;;;;;;;;;;;;;;;
SOME INDUSTRIES;8 Rue de la Sausse;Parc d'activités;31240;SAINT-JEAN;http://www.some-industries.com;info@some-industries.com;;;;;;;;;;;;;;;;;;;
SOMFY PROTECT BY MYFOX;2460 L'Occitane - Regent Park II;Bât. I;31679;LABEGE;;http://www.getmyfox.com;;;;;;;;;;;;;;;;;;;
SOPEMEA TOULOUSE;1 Rond-point Eisenhower; ;31100;TOULOUSE;www.sopemea.apave.com;adjemian@sopemea.fr;;;;;;;;;;;;;;;;;;;
SOPLAMI;100 Rue Eric Tabarly;ZAC Clément Ader;31600;MURET;http://www.soplami.fr;soplami@soplami.fr;;;;;;;;;;;;;;;;;;;
SOPRECO;102 Rue du Lac;Immeuble les Erables ;31670;LABEGE;http://www.sopreco.fr;contact@sopreco.fr;;;;;;;;;;;;;;;;;;;
SOPRIBAT;101A avenue Charles de Gaulle;BP 90130 ;12100;MILLAU;www.sopribat12.fr;accueil@sopribat12.fr;;;;;;;;;;;;;;;;;;;
SOPYMEP;1 Avenue Didier Daurat; ;31770;COLOMIERS;;;;;;;;;;;;;;;;;;;;;
SOTEL (SUD-OUEST TELESURVEILLANCE);3 rue de Cabanis; ;31240;L UNION;;http://www.sotel.fr;;;;;;;;;;;;;;;;;;;
SOTEREM;ZI de Vic;BP 42297 ;31320;CASTANET TOLOSAN;http://www.soterem.fr;soterem@soterem.fr;;;;;;;;;;;;;;;;;;;
SOTRANASA;128 Chemin Pas de la Paille;;66000;PERPIGNAN;;http://www.sotragroupe.com;;;;;;;;;;;;;;;;;;;
SOTREM SEO;7 Avenue Yves Brunaud; ;31770;COLOMIERS;http://www.sotrem.com;contact@sotrem.com;;;;;;;;;;;;;;;;;;;
SOUD HYDRO;290 Avenue de Rodez;;12450;LA PRIMAUBE;http://www.soudhydro.fr;contact@soudhydro.fr;;;;;;;;;;;;;;;;;;;
SOVAMEP;9 Rue Joseph Cugnot;;31600;MURET;www.sovamep.com/fr;sova@sovamep.fr;;;;;;;;;;;;;;;;;;;
SPHEREA ;5 avenue Georges de Guynemer;CS 70086;31772;COLOMIERS;;http://spherea.com;;;;;;;;;;;;;;;;;;;
SPIE BATIGNOLLES MALET;30 Avenue de Larrieu; ;31081;TOULOUSE;http://www.spiebatignolles.fr;accueil.malet@spiebatignolles.fr;;;;;;;;;;;;;;;;;;;
SPIE ICS;51 avenue de Cornebarrieu;BP 50029 ;31701;BLAGNAC;;http://www.spiecom.com;;;;;;;;;;;;;;;;;;;
SPIE SUD-OUEST;70 chemin de Payssat;ZI de Montaudran - CS 34056 ;31029;TOULOUSE   ;;http://www.spie.com;;;;;;;;;;;;;;;;;;;
SPORTING FORM;272 Route de Launaget;;31200;TOULOUSE;http://www.sporting-form.fr;contact@sporting-form.fr;;;;;;;;;;;;;;;;;;;
SPORTING HOUSE;272 route de Launaguet;;31200;TOULOUSE;http://www.sporting-eat.fr;contact@sporting-eat.fr;;;;;;;;;;;;;;;;;;;
SPORTING IMMOBILIER;272 Route de Launaguet;;31200;TOULOUSE;http://www.sporting-immobilier.fr;contact@sporting-immobilier.fr;;;;;;;;;;;;;;;;;;;
SPORTING PROMOTION;272 Route de Launaguet ;;31200;TOULOUSE;http://www.sporting-promotion.fr;contact@sporting-promotion.fr;;;;;;;;;;;;;;;;;;;
Sportnco Gaming ( ex FRANCE PARI);425 Rue Jean Rostand;;31670;LABEGE;http://www.france-pari.org;info@sportnco.com;;;;;;;;;;;;;;;;;;;
SQLI TOULOUSE;6 Impasse de Lisieux;Parc de Lisieux ;31300;TOULOUSE;http://www.sqli.com;toulouse.commercial@sqli.com;;;;;;;;;;;;;;;;;;;
SQUORING TECHNOLOGIES;76 Allées Jean Jaurès;;31000;TOULOUSE;;http://www.squoring.com;;;;;;;;;;;;;;;;;;;
SRC SOLUTION;13 Allée Olympe de Gouges;Zac Les Ramassiers ;31770;COLOMIERS;http://www.src-solution.com;contact@src-solution.com;;;;;;;;;;;;;;;;;;;
ST GROUP;32 Rue du Bolé; ;31670;LABEGE;http://www.stcomposites.com;contact@stcomposites.com;;;;;;;;;;;;;;;;;;;
STADE TOULOUSAIN SASP;114 Rue des Troènes;BP 42354 ;31022;TOULOUSE;http://www.stadetoulousain.fr;accueil@stadetoulousain.fr;;;;;;;;;;;;;;;;;;;
STAF GINISTY;Parc d'activités de Najas; ;12500;ESPALION;;http://www.staf.fr;;;;;;;;;;;;;;;;;;;
STARMETAL SYSTÈME;21 Avenue de Vidouze;;82400;VALENCE D'AGEN;http://www.starmetal.fr;contact@starmetal.fr;;;;;;;;;;;;;;;;;;;
STARVAC GROUP ;29 Rue Paule Raymondis;;31200;TOULOUSE;;http://www.starvac-group.com;;;;;;;;;;;;;;;;;;;
STC CAUSTIER;33 rue Blanche Selva;ZA Belair - BP 70080;66050;PERPIGNAN;;http://www.caustier.com;;;;;;;;;;;;;;;;;;;
STEAM FRANCE ;Rue de la Valsière ;Parc Euromédecine 2 - CS 24288;34099;MONTPELLIER;http://www.steam.fr;siege@steam.fr;;;;;;;;;;;;;;;;;;;
STEEL ELECTRONIQUE;ZAC de Cantalauze;Route de Mondavezan ;31220;MARTRES TOLOSANE;http://www.steel-electronique.fr;contact@steel-electronique.fr;;;;;;;;;;;;;;;;;;;
STELIA Aerospace;13 Rue Marie-Louise Dissard ;BP 73216 ;31027;TOULOUSE   ;;http://www.stelia-aerospace.com;;;;;;;;;;;;;;;;;;;
STELLA GROUP;Route de Toulouse;ZA de Bogues;31750;ESCALQUENS;http://www.stella.group.fr;d.simon@stella.group;;;;;;;;;;;;;;;;;;;
STERELA;5 Impasse Pédenau;;31860;PINS JUSTARET;http://www.sterela.fr;christophe.leflohic@sterela.fr;;;;;;;;;;;;;;;;;;;
STERIMED;Route de Céret;;66110;AMELIE LES BAINS;;http://www.sterimed.fr;;;;;;;;;;;;;;;;;;;
STIBAT;24 Boulevard du Libre Echange;;31650;SAINT-ORENS;www.stibat.fr;stibat@stibat.fr;;;;;;;;;;;;;;;;;;;
STOP AND GO;7 Allée de Longueterre;;31850;MONTRABÉ;http//www.stopandgo.fr;contact@stopandgo.fr;;;;;;;;;;;;;;;;;;;
STTL;15 Chemin des Pierres; ;31150;BRUGUIERES;;;;;;;;;;;;;;;;;;;;;
STUDELEC;19 Rue Paulin Talabot; ;31100;TOULOUSE;;http://www.studelec-sa.com;;;;;;;;;;;;;;;;;;;
SUBLOISIRS;772 Chemin des Entrepreneurs;;31220;LAVELANET DE COMMINGES;http://www.subloisirs.com;contact@subloisirs.com;;;;;;;;;;;;;;;;;;;
SUBRA;7 Rue Jean de Guerlins;BP 1038 ;31103;TOULOUSE   ;;http://www.subra.fr;;;;;;;;;;;;;;;;;;;
SUD AERO;ZAC de la Patte d'oie;8 Route de Savoie ;31330;MERVILLE;;http://www.sudaero.fr;;;;;;;;;;;;;;;;;;;
SUD ESPACE TP;Zac des Massies;A68 - sortie 7;81800;RABASTENS;http://www.sudespacetp.fr;contact@vms.fr;;;;;;;;;;;;;;;;;;;
SUD GRAPHIE;PAI de Gabor; ;81370;ST SULPICE;http://www.sud-graphie.com;sgr@sud-graphie.com;;;;;;;;;;;;;;;;;;;
SUD PERMIS GROUPE;80 et 82 Boulevard Frédéric Mistral;;34500;BEZIERS ;;http://www.groupesudpermis.com;;;;;;;;;;;;;;;;;;;
SUD PROJET;1 Rue Verone;ZA de Lauzard;82370;LABASTIDE ST PIERRE;;http://www.sudprojet.com;;;;;;;;;;;;;;;;;;;
SUD SERVICE;3 Avenue des Compagnons;Parc d'activité Laguarrigue;34170;CASTELNAU LE LEZ;;groupenicollin.com;;;;;;;;;;;;;;;;;;;
SUD-OUEST SYSTEME;La Madeleine;;46100;CAPDENAC;http://www.sudouestsysteme.com;contact@sudouestsysteme.com;;;;;;;;;;;;;;;;;;;
SURPLUS AUTOS;ZIR du Mas de Rest;60 rue Gustave Eiffel ;81600;GAILLAC;;http://www.surplusautos.fr;;;;;;;;;;;;;;;;;;;
SUSSI ET FILS;Route du Vigan; ;12230;SAUCLIERES;;sussi.palettes@wanadoo.fr;;;;;;;;;;;;;;;;;;;
SWILE;7 center, Immeuble l'Atlis, Bâtiment A ;561 Rue Georges Meliès;34000;MONTPELLIER;http://www.swile.co;hello@swile.co;;;;;;;;;;;;;;;;;;;
SYGNATURES;8 Chemin de la Terrasse;BP 45122 ;31512;TOULOUSE;http://www.sygnatures.com;global@sygnatures.com;;;;;;;;;;;;;;;;;;;
SYGNATURES - BOURDIL;3 rue Marguerite Duras ;;32002;AUCH;;http://www.sygnatures.com;;;;;;;;;;;;;;;;;;;
SYGNATURES GERS ;3 Rue Marguerite Duras ;;32000;AUCH ;http://www.sygnatures.com;pbenzoni@sygnatures.com;;;;;;;;;;;;;;;;;;;
SYLOB;7 Rue Marcel Dassault;ZA de la Mouline ;81990;CAMBON;;http://www.sylob.com;;;;;;;;;;;;;;;;;;;
SYMTRAX;11 Rue Raymond Marc;;30000;NIMES;https://www.symtrax.fr;contact@symtrax.fr;;;;;;;;;;;;;;;;;;;
SYNGENTA FRANCE;1228 Chemin de l'Hobit; ;31790;ST SAUVEUR;http://www.syngenta.fr;;;;;;;;;;;;;;;;;;;;
SYNOX ;Parc Eureka ;Le Tucano, 836 Rue du Mas de Verchant;34000;MONTPELLIER;http://www.synox.io;marketing@synox.io;;;;;;;;;;;;;;;;;;;
SYNTONY GNSS;5 Boulevard Jean Auguste Ingres ;Colombe Parc A1;31770;COLOMIERS;;http://www.syntony.fr;;;;;;;;;;;;;;;;;;;
SYSELEC GROUPE;Avenue du 8 Mai 1945; ;81290;LABRUGUIERE;http://www.groupesyselec.com;syselec@syselec.fr;;;;;;;;;;;;;;;;;;;
SYSTÈME U CENTRALE REGIONALE SUD;Route de Jacou;;34740;VENDARGUES;;http://systeme-u-sud.com/;;;;;;;;;;;;;;;;;;;
T3M;6 Rue Maurice Hurel;Parc d'activités de la Plaine;31500;TOULOUSE;;http://www.groupet3m.com;;;;;;;;;;;;;;;;;;;
TANNERIE ARNAL;27 Avenue de l'Abbaye;Le Monastère ;12000;RODEZ;;http://www.tannerie-arnal.fr;;;;;;;;;;;;;;;;;;;
TAQUIPNEU;1220 Avenue de l'Europe;CS 60433;82004;MONTAUBAN;http://www.taquipneu.fr;contact@taquipneu.fr;;;;;;;;;;;;;;;;;;;
TARIQUET GROUPE;LD de Saint Amand; ;32800;EAUZE;;http://www.tariquet.com;;;;;;;;;;;;;;;;;;;
TARMAC AEROSAVE;L'Aérodrome;Tarbes-Lourdes-Pyrénées;65380;AZEREIX;http://www.tarmacaerosave.aero;information@tarmacaerosave.aero;;;;;;;;;;;;;;;;;;;
TB AMENAGEMENT;2 avenue de l'Europe;;31520;RAMONVILLE SAINT-AGNE;;http://www.steelcase.com;;;;;;;;;;;;;;;;;;;
TEAM ONE GROUPE;11 Impasse François Ayral; ;31200;TOULOUSE;;http://www.teamone-groupe.com;;;;;;;;;;;;;;;;;;;
TEANI (ETS );Route de Touget ;BP 6;32200;GIMONT;http://www.teani.com;contact@menuiserie-teani.com;;;;;;;;;;;;;;;;;;;
TECHMAY ETIQUETAGE;85 Rue Calixtine Bac;ZI Plaine Coste, BP 20453;12100;MILLAU;http://www.techmay-etiquetage.fr;contact@techmay-etiquetage.fr;;;;;;;;;;;;;;;;;;;
TECHMAY LOGETIQ;340/350 Avenue de l'Europe;ZI Plaine Coste, BP 20453;12104;MILLAU;http://www.techmay-logetiq.com;contact@techmay-logetiq.fr;;;;;;;;;;;;;;;;;;;
TECHNI MOULES;10 Rue de Savoie;ZA Patte d'Oie;31330;MERVILLE;http://www.technimoules.com;technimoules@technimoules.com;;;;;;;;;;;;;;;;;;;
TECHNI PRINT;30 Avenue de Suède;ZI Albasud ;82000;MONTAUBAN;http://www.techniprint82.com;techni-print@wanadoo.fr;;;;;;;;;;;;;;;;;;;
TECHNILUM;Domaine de Lézigno;;34500;BÉZIERS;http://www.technilum.com;contact@technilum.com;;;;;;;;;;;;;;;;;;;
TECHNIQUES ET FORMAGES;Zone Industrielle; ;46130;BIARS-SUR-CERE;https://www.techniquesetformages.com/;commercial@techniquesetformages.fr;;;;;;;;;;;;;;;;;;;
TECHNOCENTRE 3D;68 Chemin de la Flambère;;31300;TOULOUSE;;http://www.technocentre3d.fr;;;;;;;;;;;;;;;;;;;
TECHNOLOGY ENGINEERING CENTER;4 avenue Didier Daurat;;31700;BLAGNAC;https://capgemini-engineering.com/fr/fr;nicolas.dorazio@capgemini.com;;;;;;;;;;;;;;;;;;;
TECHPLI;20 Rue Paule Raymondis; ;31200;TOULOUSE;;http://www.techpli.fr;;;;;;;;;;;;;;;;;;;
TECNIC SERIGRAPHIE SERVICE  (T3S);4 Impasse Denis Papin; ;31170;TOURNEFEUILLE;http://www.t3s.fr;devis@t3s.fr;;;;;;;;;;;;;;;;;;;
TECSOL;105 Avenue Alfred Kastler;;66000;PERPIGNAN;http://www.tecsol.fr;contact@tecsol.fr;;;;;;;;;;;;;;;;;;;
TEKLYNX INTERNATIONAL;Chemin de Naréoux; ;32000;AUCH;;http://www.teklynx.eu.com;;;;;;;;;;;;;;;;;;;
TEKNIMED;ZI de la Herray;BP 60;65500;VIC EN BIGORRE;http://www.teknimed.com;teknimed@teknimed.com;;;;;;;;;;;;;;;;;;;
TELESPAZIO FRANCE;26 Avenue J-F. Champollion;BP 52309 ;31023;TOULOUSE;http://www.telespazio.com/fr;secretariat.fr@telespazio.fr;;;;;;;;;;;;;;;;;;;
TEN LANGUEDOC;45 Impasse Louis Ferdinand Herold;;34070;MONTPELLIER;http://www.ten-reseau.com;ten-languedoc@ten-reseau.com;;;;;;;;;;;;;;;;;;;
TERRA AQUATICA;4 Boulevard du Biopole; ;32500;FLEURANCE;http://www.terraaquatica.com;info@terraaquatica.com;;;;;;;;;;;;;;;;;;;
TERRAL;6 PAE Domaine des 3 Fontaines;;34230;LE POUGET;http://www.terral.fr;accueil@terral.fr;;;;;;;;;;;;;;;;;;;
TERRE DE PASTEL;629 Rue Max Planck;;31670;LABEGE;http://www.terredepastel.com;contact@terredepastel.com;;;;;;;;;;;;;;;;;;;
TERRE ET MER PRODUCTION;ZA La Peyrade;;34110;FRONTIGNAN;;contact@terremerproduction.com;;;;;;;;;;;;;;;;;;;
TERREAL MIDI-PYRENEES;Site de Colomiers;11 Route de Pibrac ;31770;COLOMIERS;http://www.terreal.com;contact.groupe@terreal.com;;;;;;;;;;;;;;;;;;;
TERREO Group;Lieu dit Poumarède;;32140;ARROUEDE;http//terreo-assainissement.com / www.terreo.eu;contact@terre.eu;;;;;;;;;;;;;;;;;;;
TESALYS;7 Rue du Cassé;;31240;SAINT-JEAN;http://www.tesalys.fr;info@tesalys.fr;;;;;;;;;;;;;;;;;;;
TESTE;ZA de Sagnes; ;81501;LAVAUR;;;;;;;;;;;;;;;;;;;;;
TESTIA France;18 Rue Marius Terce; ;31300;TOULOUSE;http://www.testia.com;contact@testia.com;;;;;;;;;;;;;;;;;;;
TF SNACKING;Moulin de Nailloux;;31560;NAILLOUX;;http://www.lacompagniedespergos.fr;;;;;;;;;;;;;;;;;;;
THALES ALENIA SPACE FRANCE;26 Avenue J.F. Champollion;BP 33787;31037;TOULOUSE;http://www.thalesaleniaspace.com;;;;;;;;;;;;;;;;;;;;
THALES AVIONICS;105 avenue du Général Eisenhower;BP 1147 ;31036;TOULOUSE   ;;http://www.thalesgroup.com;;;;;;;;;;;;;;;;;;;
THALES AVS France;105 Avenue du Général Eisenhower;BP 1147 ;31036;TOULOUSE;http://www.thalesgroup.com;;;;;;;;;;;;;;;;;;;;
THALES CRYOGENIE;4 Rue Marcel Doret;BP 70022 ;31701;BLAGNAC;;http://www.thales-cryogenics.com;;;;;;;;;;;;;;;;;;;
THALES LAS France;Etablissement de Blagnac - 4 Rue Marcel Doret;BP 70022 ;31701;BLAGNAC;http://www.thales-cryogenics.com;dominique.marechal@fr.thalesgroup.com;;;;;;;;;;;;;;;;;;;
THERMATIC;16 Rue Nicéphore Niepce;ZAE Malan-Le Gazet 4;12510;OLEMPS;;;;;;;;;;;;;;;;;;;;;
THOMAS NEGOCE;ZA Bel Air; ;12360;CAMARES;;contact@thomasnegoce.fr;;;;;;;;;;;;;;;;;;;
THOUY;Espace Entreprise - Le Causse;;81107;CASTRES;http://www.thouy.net;contact@thouy.net;;;;;;;;;;;;;;;;;;;
TISSEO INGENIERIE;21 Boulevard de la Marquette;BP 10416 ;31004;TOULOUSE;http://www.tisseo-ingenierie.fr;contact@tisseo-ingénierie.fr;;;;;;;;;;;;;;;;;;;
TIT (TRANSPORT INTERNATIONAUX DU TARN);ZA de la Prade; ;81580;SOUAL;http://www.tit.fr;direction@tit.fr;;;;;;;;;;;;;;;;;;;
TLR 3D/TL'AIR;90 Avenue Foch;;34500;BEZIERS;;http://termibat.com;;;;;;;;;;;;;;;;;;;
TOFER;ZI de Bogues; ;31750;ESCALQUENS;;http://www.tofer.fr;;;;;;;;;;;;;;;;;;;
TOITURES MIDI-PYRENEES;4 Impasse Jean Sébastien Bach; ;31200;TOULOUSE;www.toituresmidipyrenees.com;contact@toitures-mp.fr;;;;;;;;;;;;;;;;;;;
TOM PRESS;5 Avenue Jean Croux;ZA de la Condamine ;81540;SOREZE;"https://www.tompress.com ; https://forgesetjardins.com ; https:// www.tompress.it ; https://www.tompress.de ; https://www.tompress.be ; https://www.tompress.co.uk";infos@tompress.com;;;;;;;;;;;;;;;;;;;
TONNELLERIE DU SUD-OUEST;78 Avenue Rhin et Danube;;81600;GAILLAC;www.tonnellerie-sud-ouest.com;fontainebleau@tonnellerie-sud-ouest.com;;;;;;;;;;;;;;;;;;;
TOP ALLIANCE;ZA Bordevieille; ;82500;BEAUMONT DE LOMAGNE;http://www.topalliance.com ;contact@topalliance.com;;;;;;;;;;;;;;;;;;;
TOP TEX;ZI Eurocentre;;31620;VILLENEUVE LES BOULOC;http://www.toptex.fr;;;;;;;;;;;;;;;;;;;;
TORREFACTION TOULOUSAINE CAFE NEGRIL;14 boulevard de Libre Echange;;31650;SAINT-ORENS;;http://www.cafenegril.fr;;;;;;;;;;;;;;;;;;;
TOUJA;ZA du Régé ;;32310;VALENCE SUR BAÏSE;;http://www.sas-touja.com;;;;;;;;;;;;;;;;;;;
TOULOUSE FOOTBALL CLUB;1 Allée Gabriel Bienes - CS 54023;;31028;TOULOUSE;http://www.toulousefc.com;contact@toulousefc.com;;;;;;;;;;;;;;;;;;;
TOULOUSE LOGISTIQUE URBAINE;146-200 avenue des Etats-Unis;;31200;TOULOUSE;http://www.toulouselogistiqueurbaine.fr;contact@toulouselogistiqueurbaine.fr;;;;;;;;;;;;;;;;;;;
TPLM;995 rue Jean-Baptiste Colbert;;11000;CARCASSONNE;www.e-leclerc.com/carcassonne;;;;;;;;;;;;;;;;;;;;
TRAD TESTS & RADIATIONS;907 Voie l'Occitane; ;31670;LABEGE;;http://www.trad.fr;;;;;;;;;;;;;;;;;;;
TRANSPORT G. PORTAL;Lieu Dit Memer; ;12200;VILLEFRANCHE DE ROUERGUE;;http://www.transportsportal.com;;;;;;;;;;;;;;;;;;;
TRANSPORTS BARCOS;51 Rue des Chênes;Zone Industrielle ;65380;LANNE;http://www.transportsbarcos.fr;cadidature@transportsbarcos.fr;;;;;;;;;;;;;;;;;;;
TRANSPORTS JIMENEZ FVA;5 avenue de Fontreal; ;31621;EUROCENTRE;;http://www.jimenez-fva.com;;;;;;;;;;;;;;;;;;;
TRANSPORTS MATHIEU (GROUPE);ZI de Riberolles;;09300;DREUILHE;www.mathieu-trs.fr;jean-marc@mathieu-trs.fr;;;;;;;;;;;;;;;;;;;
TRANSPORTS PEDUSSAUT;ZI de Naudon; ;31390;CARBONNE;;http://www.pedussaut.com;;;;;;;;;;;;;;;;;;;
TRANSPORTS SUBRA ;Avenue de Gabrielat;Zone de Gabrielat;9100;PAMIERS ;;;;;;;;;;;;;;;;;;;;;
TRAVAUX ENTRETIEN BATIMENT MIDI PYRENEES;13 bis Impasse de la Flambère;CS 23113 ;31026;TOULOUSE   ;;;;;;;;;;;;;;;;;;;;;
TRENTOTTO;14 Rue Paul Vidal;;31000;TOULOUSE;http://www.trentotto.fr;contact@trentotto.fr;;;;;;;;;;;;;;;;;;;
TRICOTAGE TOULOUSAIN;31 Bis route de Seysses;;31023;TOULOUSE;"http://www.jet.fr/fr/ ; www.benefactor.fr";"tricotage.toulousain@jet.fr ; contact@benefactor.fr";;;;;;;;;;;;;;;;;;;
TRIDEM PHARMA;500 Rue de l'Hers;ZAC de la Masquère ;31750;ESCALQUENS;http://www.tridem-pharma.com;tridem@tridem-pharma.com;;;;;;;;;;;;;;;;;;;
TROISEL (GROUPE LESCOS); ZI du Berdoulet;CS 20026 ;32502;FLEURANCE;http://www.troisel.com;fleurance@troisel.com;;;;;;;;;;;;;;;;;;;
TSD CONFECTION;ZA - 4 Avenue du Relais; ;81220;ST PAUL CAP DE JOUX;;http://www.bosseur.fr;;;;;;;;;;;;;;;;;;;
TUNZINI TOULOUSE;5 Rue Isaac NEWTON;CS 80019;31831;PLAISANCE DU TOUCH;;;;;;;;;;;;;;;;;;;;;
U PROXIMITE SUD-OUEST;ZA Veuzac; ;12200;VILLEFRANCHE DE ROUERGUE;;;;;;;;;;;;;;;;;;;;;
U.C.F (Union Climatique et Frigorifique);12 Avenue de Fontréal-Eurocentre;;31620;VILLENEUVE-LES-BOULOC;http://www.ucf-sa.com;admin@ucf-sa.com;;;;;;;;;;;;;;;;;;;
UBISOFT MONTPELLIER;85 Rue Didier Daurat;;34170;CASTELNAU LE LEZ;http://www.ubisoft.com;;;;;;;;;;;;;;;;;;;;
UMANOVE;11 Rue Pierre Loti;;31700;BLAGNAC;http://www.umanove.com;contact@umanove.com;;;;;;;;;;;;;;;;;;;
UMS;9 Chemin La Gravière;BP 75260 ;31150;LESPINASSE;http://www.ums.fr;contact@ums.fr;;;;;;;;;;;;;;;;;;;
UNICOR;Route d'Espalion;BP3220 ;12032;RODEZ;http://www.groupe-unicor.com;direction.generale@groupe-unicor.com;;;;;;;;;;;;;;;;;;;
UNION-MATERIAUX ;287 Avenue de Boirargues;;34000;MONTPELLIER ;;http://union-matériaux.fr;;;;;;;;;;;;;;;;;;;
UNION-MATERIAUX (GROUPE);287 Avenue de Boirargues;;34000;MONTPELLIER ;http://union-matériaux.fr;contact@union-materiaux.fr;;;;;;;;;;;;;;;;;;;
URBASOLAR;75 Allées Wilhelm Roentgen;CS 40935;34961;MONTPELLIER;http://www.urbasolar.com/;contact@urbasolar.com;;;;;;;;;;;;;;;;;;;
UWINLOC;9 Rue Humbert Tomatis;;31200;TOULOUSE;http://www.uwinloc.com;info@uwinloc.com;;;;;;;;;;;;;;;;;;;
V.M.S.;ZAC des Massies - 5 Rue des Acacias;A68 - sortie 7 ;81500;GIROUSSENS;www.groupevms.fr;contact@groupevms.fr;;;;;;;;;;;;;;;;;;;
V.O.A.-VERRERIE D'ALBI;Rue François Arago;Z.I Albi - SAINT - JUERY ;81011;ALBI;;http://www.voa.fr;;;;;;;;;;;;;;;;;;;
VAL DE GASCOGNE;La Grangette;;32390;LOMBEZ;http://www.valdegascogne.coop;contact@valdegascogne.coop;;;;;;;;;;;;;;;;;;;
